"id","county_code","unleaded_95","unleaded_100","motor_oil","heating_oil","autogas","price_date","validation","record_date"
"47634","51","1.585","1.777","1.320","0.996","0.985","01/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-01"
"47633","50","1.576","1.799","1.349","1.017","0.905","01/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-01"
"47632","49","1.563","1.712","0.998","0.833","0.000","01/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-01"
"47631","48","1.585","1.785","1.358","1.056","0.892","01/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-01"
"47630","47","1.528","1.721","1.323","1.006","0.843","01/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-01"
"47629","46","1.545","1.769","1.305","1.017","0.853","01/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-01"
"47628","45","1.555","1.731","1.335","0.985","0.821","01/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-01"
"47627","44","1.522","1.664","0.986","0.860","0.000","01/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-01"
"47626","43","1.676","1.810","0.000","0.928","0.000","01/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-01"
"47625","42","1.532","1.697","0.988","0.841","0.000","01/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-01"
"47624","41","1.607","1.791","1.060","0.894","0.000","01/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-01"
"47623","40","1.532","1.694","1.301","0.987","0.820","01/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-01"
"47622","39","1.523","1.706","1.290","0.980","0.829","01/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-01"
"47621","38","1.535","1.688","0.982","0.804","0.000","01/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-01"
"47620","37","1.503","1.720","0.980","0.765","0.000","01/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-01"
"47619","36","1.561","1.745","1.307","1.031","0.879","01/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-01"
"47618","35","1.566","1.746","1.329","1.011","0.855","01/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-01"
"47617","34","1.567","1.758","1.322","1.029","0.838","01/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-01"
"47616","33","1.580","1.772","1.335","1.070","0.936","01/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-01"
"47615","32","1.600","1.786","1.345","1.037","0.893","01/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-01"
"47614","31","1.529","1.725","1.297","0.999","0.826","01/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-01"
"47613","30","1.547","1.728","1.312","1.006","0.849","01/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-01"
"47612","29","1.786","1.927","1.477","1.148","0.971","01/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-01"
"47611","28","1.529","1.724","1.307","0.995","0.853","01/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-01"
"47610","27","1.538","1.702","1.319","1.000","0.807","01/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-01"
"47609","26","1.531","1.811","1.291","0.979","0.844","01/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-01"
"47608","25","1.628","1.792","1.349","1.039","0.000","01/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-01"
"47607","24","1.573","1.786","1.338","1.058","0.952","01/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-01"
"47606","23","1.580","1.806","1.341","1.028","0.844","01/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-01"
"47605","22","1.551","1.758","1.305","0.999","0.822","01/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-01"
"47604","21","1.556","1.757","1.322","1.005","0.834","01/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-01"
"47603","20","1.518","1.822","1.308","0.991","0.832","01/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-01"
"47602","19","1.511","1.716","0.987","0.834","0.000","01/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-01"
"47601","18","1.558","1.728","1.326","1.035","0.852","01/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-01"
"47600","17","1.585","1.762","1.002","0.923","0.000","01/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-01"
"47599","16","1.516","1.710","1.289","0.989","0.779","01/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-01"
"47598","15","1.544","1.718","1.304","0.995","0.819","01/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-01"
"47597","14","1.565","1.680","1.312","1.015","0.969","01/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-01"
"47596","13","1.635","1.862","1.386","1.074","0.000","01/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-01"
"47595","12","1.546","1.729","1.314","0.997","0.831","01/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-01"
"47594","11","1.561","1.749","1.331","1.006","0.859","01/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-01"
"47593","10","1.660","1.845","1.395","1.071","0.892","01/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-01"
"47592","9","1.515","1.707","0.979","0.843","0.000","01/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-01"
"47591","8","1.584","1.782","1.352","1.036","0.838","01/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-01"
"47590","7","1.538","1.761","1.310","0.995","0.835","01/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-01"
"47589","6","1.522","1.732","1.305","0.997","0.851","01/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-01"
"47588","5","1.529","1.725","1.016","0.868","0.000","01/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-01"
"47587","4","1.559","1.748","1.330","1.002","0.846","01/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-01"
"47586","3","1.528","1.700","1.292","1.000","0.845","01/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-01"
"47585","2","1.556","1.754","1.323","1.029","0.874","01/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-01"
"47584","1","1.511","1.724","1.285","0.984","0.803","01/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-01"
"11627","50","1.576","1.799","1.350","1.019","0.905","02/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-02"
"11626","49","1.565","1.715","1.000","0.835","0.000","02/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-02"
"11625","48","1.586","1.784","1.358","1.057","0.892","02/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-02"
"11624","47","1.532","1.721","1.322","1.007","0.840","02/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-02"
"11623","46","1.544","1.759","1.304","1.018","0.852","02/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-02"
"11622","45","1.555","1.732","1.337","0.986","0.821","02/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-02"
"11621","44","1.521","1.676","0.988","0.857","0.000","02/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-02"
"11620","43","1.676","1.820","0.000","0.928","0.000","02/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-02"
"11619","42","1.532","1.698","0.990","0.841","0.000","02/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-02"
"11618","41","1.607","1.793","1.060","0.894","0.000","02/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-02"
"11617","40","1.531","1.694","1.304","0.989","0.820","02/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-02"
"11616","39","1.525","1.709","1.290","0.983","0.830","02/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-02"
"11615","38","1.536","1.681","0.982","0.804","0.000","02/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-02"
"11614","37","1.504","1.721","0.979","0.765","0.000","02/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-02"
"11613","36","1.562","1.744","1.308","1.031","0.879","02/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-02"
"11612","35","1.565","1.746","1.329","1.012","0.861","02/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-02"
"11611","34","1.571","1.758","1.324","1.027","0.840","02/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-02"
"11610","33","1.580","1.781","1.336","1.093","0.936","02/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-02"
"11609","32","1.599","1.787","1.343","1.037","0.893","02/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-02"
"11608","31","1.531","1.727","1.297","1.002","0.826","02/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-02"
"11607","30","1.549","1.734","1.314","1.006","0.857","02/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-02"
"11606","29","1.785","1.926","1.476","1.141","0.969","02/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-02"
"11605","28","1.529","1.726","1.309","0.995","0.853","02/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-02"
"11604","27","1.538","1.697","1.316","1.001","0.804","02/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-02"
"11603","26","1.530","1.811","1.290","0.981","0.844","02/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-02"
"11602","25","1.628","1.792","1.349","1.039","0.000","02/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-02"
"11601","24","1.573","1.786","1.339","1.060","0.952","02/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-02"
"11600","23","1.580","1.806","1.342","1.028","0.844","02/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-02"
"11599","22","1.552","1.758","1.304","0.999","0.822","02/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-02"
"11598","21","1.552","1.762","1.320","1.005","0.834","02/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-02"
"11597","20","1.519","1.819","1.310","0.991","0.831","02/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-02"
"11596","19","1.512","1.717","0.988","0.834","0.000","02/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-02"
"11595","18","1.558","1.729","1.327","1.035","0.852","02/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-02"
"11594","17","1.586","1.762","1.002","0.923","0.000","02/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-02"
"11593","16","1.519","1.714","1.293","0.993","0.780","02/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-02"
"11592","15","1.544","1.719","1.304","0.995","0.820","02/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-02"
"11591","14","1.566","1.683","1.314","1.015","0.969","02/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-02"
"11590","13","1.636","1.864","1.389","1.074","0.000","02/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-02"
"11589","12","1.546","1.729","1.315","0.998","0.831","02/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-02"
"11588","11","1.562","1.751","1.331","1.007","0.859","02/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-02"
"11587","10","1.658","1.847","1.396","1.092","0.892","02/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-02"
"11586","9","1.514","1.707","0.982","0.843","0.000","02/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-02"
"11585","8","1.585","1.782","1.355","1.036","0.838","02/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-02"
"11584","7","1.538","1.762","1.311","0.997","0.835","02/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-02"
"11583","6","1.522","1.732","1.305","0.997","0.851","02/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-02"
"11582","5","1.528","1.722","1.022","0.868","0.000","02/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-02"
"11581","4","1.559","1.747","1.330","1.003","0.846","02/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-02"
"11580","3","1.528","1.700","1.292","1.001","0.845","02/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-02"
"11579","2","1.556","1.754","1.323","1.029","0.875","02/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-02"
"11578","1","1.512","1.727","1.285","0.985","0.801","02/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-02"
"11628","51","1.586","1.785","1.321","0.997","0.985","02/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-02"
"72522","51","1.587","1.789","1.322","0.999","0.985","03/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-03"
"72521","50","1.577","1.803","1.349","1.023","0.905","03/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-03"
"72520","49","1.566","1.715","1.001","0.843","0.000","03/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-03"
"72519","48","1.583","1.783","1.357","1.057","0.892","03/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-03"
"72518","47","1.533","1.735","1.323","1.009","0.841","03/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-03"
"72517","46","1.545","1.757","1.305","1.021","0.852","03/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-03"
"72516","45","1.555","1.729","1.335","0.989","0.820","03/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-03"
"72515","44","1.521","1.682","0.989","0.858","0.000","03/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-03"
"72514","43","1.697","1.822","0.000","0.928","0.000","03/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-03"
"72513","42","1.532","1.695","0.989","0.842","0.000","03/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-03"
"72512","41","1.610","1.794","1.063","0.894","0.000","03/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-03"
"72511","40","1.528","1.708","1.306","0.991","0.815","03/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-03"
"72510","39","1.526","1.709","1.290","0.983","0.833","03/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-03"
"72509","38","1.534","1.692","0.987","0.809","0.000","03/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-03"
"72508","37","1.505","1.721","0.980","0.766","0.000","03/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-03"
"72507","36","1.562","1.746","1.308","1.034","0.879","03/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-03"
"72506","35","1.564","1.751","1.330","1.012","0.861","03/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-03"
"72505","34","1.571","1.758","1.325","1.029","0.842","03/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-03"
"72504","33","1.607","1.813","1.361","1.125","0.956","03/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-03"
"72503","32","1.601","1.799","1.344","1.040","0.893","03/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-03"
"72502","31","1.531","1.730","1.298","1.002","0.824","03/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-03"
"72501","30","1.550","1.745","1.316","1.009","0.862","03/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-03"
"72500","29","1.781","1.925","1.475","1.136","0.969","03/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-03"
"72499","28","1.531","1.727","1.309","0.996","0.856","03/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-03"
"72498","27","1.538","1.697","1.316","1.002","0.804","03/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-03"
"72497","26","1.530","1.811","1.289","0.982","0.844","03/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-03"
"72496","25","1.629","1.809","1.351","1.041","0.000","03/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-03"
"72495","24","1.575","1.782","1.342","1.059","0.959","03/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-03"
"72494","23","1.580","1.775","1.343","1.036","0.855","03/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-03"
"72493","22","1.551","1.762","1.305","0.999","0.822","03/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-03"
"72492","21","1.551","1.762","1.321","1.008","0.833","03/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-03"
"72491","20","1.521","1.749","1.313","0.996","0.832","03/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-03"
"72490","19","1.512","1.719","0.991","0.835","0.000","03/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-03"
"72489","18","1.564","1.768","1.330","1.036","0.856","03/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-03"
"72488","17","1.589","1.766","1.002","0.920","0.000","03/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-03"
"72487","16","1.520","1.713","1.293","0.993","0.782","03/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-03"
"72486","15","1.545","1.719","1.304","0.999","0.821","03/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-03"
"72485","14","1.566","1.683","1.314","1.015","0.969","03/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-03"
"72484","13","1.636","1.864","1.389","1.074","0.000","03/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-03"
"72483","12","1.547","1.733","1.316","1.003","0.832","03/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-03"
"72482","11","1.562","1.750","1.331","1.009","0.859","03/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-03"
"72481","10","1.661","1.848","1.399","1.087","0.892","03/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-03"
"72480","9","1.516","1.721","0.988","0.841","0.000","03/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-03"
"72479","8","1.580","1.775","1.348","1.032","0.833","03/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-03"
"72478","7","1.540","1.764","1.313","0.998","0.835","03/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-03"
"72477","6","1.523","1.730","1.306","0.999","0.851","03/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-03"
"72476","5","1.529","1.712","1.020","0.862","0.000","03/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-03"
"72475","4","1.560","1.749","1.331","1.005","0.846","03/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-03"
"72474","3","1.529","1.704","1.292","1.002","0.845","03/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-03"
"72473","2","1.558","1.761","1.325","1.028","0.875","03/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-03"
"72472","1","1.513","1.727","1.286","0.987","0.801","03/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-03"
"88791","51","1.587","1.792","1.324","1.001","0.985","04/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-04"
"88790","50","1.581","1.798","1.352","1.025","0.904","04/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-04"
"88789","49","1.567","1.712","1.007","0.843","0.000","04/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-04"
"88788","48","1.583","1.783","1.358","1.057","0.892","04/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-04"
"88787","47","1.533","1.735","1.323","1.010","0.841","04/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-04"
"88786","46","1.543","1.759","1.306","1.022","0.852","04/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-04"
"88785","45","1.556","1.725","1.335","0.991","0.817","04/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-04"
"88784","44","1.519","1.677","0.990","0.858","0.000","04/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-04"
"88783","43","1.694","1.817","0.000","0.928","0.000","04/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-04"
"88782","42","1.533","1.690","0.990","0.842","0.000","04/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-04"
"88781","41","1.609","1.794","1.062","0.894","0.000","04/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-04"
"88780","40","1.529","1.707","1.306","0.991","0.820","04/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-04"
"88779","39","1.529","1.708","1.293","0.987","0.831","04/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-04"
"88778","38","1.534","1.695","0.989","0.810","0.000","04/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-04"
"88777","37","1.505","1.715","0.982","0.765","0.000","04/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-04"
"88776","36","1.561","1.744","1.307","1.034","0.879","04/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-04"
"88775","35","1.565","1.751","1.332","1.015","0.861","04/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-04"
"88774","34","1.571","1.761","1.322","1.031","0.844","04/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-04"
"88773","33","1.609","1.819","1.363","1.125","0.956","04/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-04"
"88772","32","1.603","1.799","1.348","1.040","0.893","04/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-04"
"88771","31","1.532","1.729","1.298","1.004","0.821","04/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-04"
"88770","30","1.555","1.747","1.321","1.009","0.857","04/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-04"
"88769","29","1.786","1.923","1.481","1.136","0.972","04/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-04"
"88768","28","1.531","1.720","1.309","0.995","0.856","04/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-04"
"88767","27","1.540","1.697","1.318","1.004","0.802","04/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-04"
"88766","26","1.531","1.802","1.293","0.988","0.844","04/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-04"
"88765","25","1.625","1.800","1.355","1.041","0.000","04/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-04"
"88764","24","1.576","1.785","1.343","1.058","0.959","04/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-04"
"88763","23","1.580","1.775","1.348","1.038","0.875","04/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-04"
"88762","22","1.552","1.749","1.307","1.000","0.826","04/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-04"
"88761","21","1.555","1.769","1.324","1.012","0.833","04/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-04"
"88760","20","1.522","1.749","1.316","0.998","0.833","04/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-04"
"88759","19","1.513","1.720","0.994","0.835","0.000","04/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-04"
"88758","18","1.565","1.768","1.330","1.054","0.856","04/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-04"
"88757","17","1.590","1.766","1.009","0.919","0.000","04/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-04"
"88756","16","1.518","1.714","1.298","0.995","0.784","04/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-04"
"88755","15","1.545","1.717","1.305","1.000","0.820","04/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-04"
"88754","14","1.566","1.727","1.315","1.015","0.969","04/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-04"
"88753","13","1.636","1.865","1.390","1.074","0.000","04/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-04"
"88752","12","1.547","1.733","1.316","1.003","0.824","04/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-04"
"88751","11","1.564","1.745","1.333","1.010","0.860","04/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-04"
